# Results for 200 trials
# n   time (msec)
# ---------------
5  4
10  9
15  27
20  6
25  2
30  1
35  2
40  2
45  3
50  3
55  3
60  4
65  4
70  5
75  5
80  5
85  5
90  6
95  6
100  7
105  6
110  7
115  7
120  7
125  8
130  8
135  8
140  9
145  10
150  9
155  10
160  10
165  11
170  11
175  12
