# Results for 200 trials
# n   time (msec)
# ---------------
5  1
10  4
15  9
20  1
25  1
30  1
35  1
40  1
45  2
50  3
55  3
60  3
65  4
70  5
75  6
80  6
85  6
90  7
95  9
100  10
105  10
110  11
115  12
120  13
125  14
130  15
135  16
140  17
145  20
150  21
155  21
160  23
165  26
170  27
175  31
