# Results for 200 trials
# n   time (msec)
# ---------------
5  2
10  9
15  11
20  32
25  40
30  25
35  2
40  1
45  2
50  2
55  3
60  3
65  3
70  4
75  3
80  4
85  4
90  4
95  5
100  3
105  5
110  4
115  4
120  4
125  5
130  4
135  5
140  6
145  5
150  6
155  6
160  6
165  7
170  7
175  7
