# Results for 1000 trials
# n   time (msec)
# ---------------
1  1
2  1
3  3
4  5
5  5
6  0
7  0
8  0
9  1
10  1
11  1
12  1
13  2
14  1
15  2
16  2
17  2
18  2
19  2
20  3
21  3
22  4
23  4
24  4
25  4
26  5
27  6
28  5
29  5
30  6
31  6
32  6
33  7
34  13
35  19
36  12
37  20
38  24
39  27
40  11
41  11
42  12
43  23
44  28
45  13
46  14
47  14
48  15
49  15
50  21
